1.603411200999000000e+12	1.296852000000000044e+04	3.661921067000000221e+03
1.603414800999000000e+12	1.291147999999999956e+04	3.601577425999999832e+03
1.603418400999000000e+12	1.290419000000000051e+04	1.581832840000000033e+03
1.603422000999000000e+12	1.298500000000000000e+04	1.645473285999999916e+03
1.603425600999000000e+12	1.296001000000000022e+04	1.477696907999999894e+03
1.603429200999000000e+12	1.291930999999999949e+04	1.573820956999999908e+03
1.603432800999000000e+12	1.298801000000000022e+04	1.654524660999999924e+03
1.603436400999000000e+12	1.287730999999999949e+04	2.023274382999999943e+03
1.603440000999000000e+12	1.288362000000000080e+04	1.964324832999999899e+03
1.603443600999000000e+12	1.291744000000000051e+04	2.268776919999999791e+03
1.603447200999000000e+12	1.294520000000000073e+04	2.121226075999999921e+03
1.603450800999000000e+12	1.301502000000000044e+04	2.806251345000000128e+03
1.603454400999000000e+12	1.296895999999999913e+04	2.503534752000000026e+03
1.603458000999000000e+12	1.297401000000000022e+04	1.521518303000000060e+03
1.603461600999000000e+12	1.295275000000000000e+04	2.050720835000000079e+03
1.603465200999000000e+12	1.293207999999999993e+04	2.409862735000000157e+03
1.603468800999000000e+12	1.292109000000000015e+04	1.992058336000000054e+03
1.603472400999000000e+12	1.278819000000000051e+04	5.507939413000000059e+03
1.603476000999000000e+12	1.278592000000000007e+04	2.360191675000000032e+03
1.603479600999000000e+12	1.285296999999999935e+04	1.630574839000000111e+03
1.603483200999000000e+12	1.291898999999999978e+04	1.794684193999999934e+03
1.603486800999000000e+12	1.292760000000000036e+04	1.754568383000000040e+03
1.603490400999000000e+12	1.290482999999999993e+04	1.335256640000000061e+03
1.603494000999000000e+12	1.293453000000000065e+04	1.218466034999999920e+03
