1.554249600999000000e+12	4.857289999999999964e+03	6.579647259000000304e+03
1.554253200999000000e+12	4.937770000000000437e+03	7.134638006999999561e+03
1.554256800999000000e+12	4.935430000000000291e+03	4.540778825999999754e+03
1.554260400999000000e+12	5.023899999999999636e+03	5.920962242999999944e+03
1.554264000999000000e+12	5.000560000000000400e+03	5.690227453999999852e+03
1.554267600999000000e+12	4.837960000000000036e+03	8.249808279000000766e+03
1.554271200999000000e+12	4.900529999999999745e+03	3.916861292000000049e+03
1.554274800999000000e+12	4.937109999999999673e+03	2.550363874000000123e+03
1.554278400999000000e+12	4.930000000000000000e+03	2.084877707000000100e+03
1.554282000999000000e+12	4.919000000000000000e+03	1.958816536999999926e+03
1.554285600999000000e+12	4.930960000000000036e+03	1.611211248999999953e+03
1.554289200999000000e+12	4.909000000000000000e+03	1.600535840999999891e+03
1.554292800999000000e+12	4.920390000000000327e+03	1.482064219999999978e+03
1.554296400999000000e+12	4.953460000000000036e+03	2.845808047999999872e+03
1.554300000999000000e+12	4.994189999999999600e+03	3.323301922000000104e+03
1.554303600999000000e+12	4.951050000000000182e+03	2.891879043999999794e+03
1.554307200999000000e+12	4.960189999999999600e+03	2.042159094000000096e+03
1.554310800999000000e+12	5.083720000000000255e+03	7.448152533999999832e+03
1.554314400999000000e+12	5.080720000000000255e+03	5.970540774000000056e+03
1.554318000999000000e+12	5.093939999999999600e+03	3.663990827999999965e+03
1.554321600999000000e+12	5.108569999999999709e+03	2.874586831000000075e+03
1.554325200999000000e+12	5.236260000000000218e+03	6.179684817999999723e+03
1.554328800999000000e+12	5.139560000000000400e+03	5.657486214999999902e+03
1.554332400999000000e+12	5.034920000000000073e+03	8.733420775000000503e+03
