1.624320000999000000e+12	3.160893000000000029e+04	5.556947366000000329e+03
1.624323600999000000e+12	3.178313999999999942e+04	7.622357810000000427e+03
1.624327200999000000e+12	3.262265000000000146e+04	7.908419076999999561e+03
1.624330800999000000e+12	3.290323999999999796e+04	3.932968870000000152e+03
1.624334400999000000e+12	3.301822000000000116e+04	4.446068481999999676e+03
1.624338000999000000e+12	3.291084999999999854e+04	2.622071951999999783e+03
1.624341600999000000e+12	3.257827000000000044e+04	3.097905948999999964e+03
1.624345200999000000e+12	3.286062000000000262e+04	2.638947517999999945e+03
1.624348800999000000e+12	3.264897999999999956e+04	2.479888965000000098e+03
1.624352400999000000e+12	3.172088000000000102e+04	8.340953257999999551e+03
1.624356000999000000e+12	3.158402999999999884e+04	6.953911583000000064e+03
1.624359600999000000e+12	3.179750000000000000e+04	1.027221293399999922e+04
1.624363200999000000e+12	3.124340999999999985e+04	5.543173705000000155e+03
1.624366800999000000e+12	2.989508000000000175e+04	3.414748362300000008e+04
1.624370400999000000e+12	2.923899000000000160e+04	1.650939477999999872e+04
1.624374000999000000e+12	3.056793000000000029e+04	1.723533243399999992e+04
1.624377600999000000e+12	3.170808000000000175e+04	1.816795156299999871e+04
1.624381200999000000e+12	3.251202000000000044e+04	1.674221486200000072e+04
1.624384800999000000e+12	3.275072999999999956e+04	7.739553139999999985e+03
1.624388400999000000e+12	3.298640000000000146e+04	7.798361563999999817e+03
1.624392000999000000e+12	3.240406000000000131e+04	5.091416218000000299e+03
1.624395600999000000e+12	3.288508999999999651e+04	4.418066603999999643e+03
1.624399200999000000e+12	3.247156999999999971e+04	3.574703597000000173e+03
1.624402800999000000e+12	3.258256000000000131e+04	2.998402900999999929e+03
