1.697155200000000000e+12	2.682956000000000131e+04	8.139319699999999784e+02
1.697158800000000000e+12	2.679356000000000131e+04	5.907816299999999501e+02
1.697162400000000000e+12	2.680920000000000073e+04	3.411784099999999853e+02
1.697166000000000000e+12	2.678168999999999869e+04	5.326365700000000061e+02
1.697169600000000000e+12	2.680552000000000044e+04	4.039411299999999869e+02
1.697173200000000000e+12	2.682191999999999825e+04	6.543428099999999858e+02
1.697176800000000000e+12	2.680816999999999825e+04	4.825567800000000034e+02
1.697180400000000000e+12	2.687500000000000000e+04	1.133086019999999962e+03
1.697184000000000000e+12	2.679602000000000044e+04	1.696326620000000048e+03
1.697187600000000000e+12	2.673804999999999927e+04	8.987222600000000057e+02
1.697191200000000000e+12	2.677847999999999956e+04	5.264546299999999519e+02
1.697194800000000000e+12	2.682091999999999825e+04	5.981879199999999628e+02
1.697198400000000000e+12	2.693263000000000102e+04	1.502775129999999990e+03
1.697202000000000000e+12	2.685563000000000102e+04	1.508031829999999900e+03
1.697205600000000000e+12	2.675709000000000015e+04	1.106644649999999956e+03
1.697209200000000000e+12	2.670683000000000175e+04	1.052143199999999979e+03
1.697212800000000000e+12	2.679672999999999956e+04	9.983127500000000509e+02
1.697216400000000000e+12	2.676825999999999840e+04	9.654609900000000380e+02
1.697220000000000000e+12	2.674904999999999927e+04	5.505319200000000137e+02
1.697223600000000000e+12	2.677856999999999971e+04	5.500585800000000063e+02
1.697227200000000000e+12	2.698136000000000058e+04	1.934665670000000091e+03
1.697230800000000000e+12	2.701920000000000073e+04	2.857650659999999789e+03
1.697234400000000000e+12	2.682990000000000146e+04	1.732872039999999970e+03
1.697238000000000000e+12	2.686200000000000000e+04	6.844708200000000033e+02
